ID,question
6304,méliane + pb ou pas?
6305,Les éponges pharmatex sont elles disponibles quelque part ?
6306,retrait mirena depuis 8jours saignement important??
6307,Quels problèmes attendre avec trinordiol ?
6308,on vient de me prescrire du notran 10mg . est ce vraiment un somnifere
6309,A quelle classe thérapeutique appartient risperdal ?
6310,"je suis sous duphaston et mon gényco vient de passer la posologie de 1 comprimé à 2 comprimés par jour. depuis cette nuit, j'ai comme des crampes d'estomac : est-ce que ça peut être lié ?"
6311,"mon bébé souffre d'un rgo et d'un manque de motricité du système digestif. il a du mal à évacuer ses rots, que pourrais-je lui donner pour l'aider à les évacuer?"
6312,"Maladie de crohn, puis-je recevoir du tamiflu ?"
6313,Un patient souhaite connaître la posologie habituelle pour Vogalene Lyoc
6314,effizinc et enceinte?
6315,"depuis plus d'un an, j'ai l'implanon par la suite j'avais mes regles normalement, et depuis quelques temps j'ai mes regles pendant plus de deux semaines et elles sont trés abondantes. j'aimerais savoir si certaines d'entre vous on rencontrez ce genre de probleme."
6316,Que faire en cas d'effet secondaires avec la tolexine ?
6317,"bonjour, mon médecin m'a prescrit du deroxat pour mon anxiété, suite à une maladie assez longue.. seulement voilà cela fait 4 jours que j'en prends.. et j'ai l'impression de faire un retour en arrière et de retrouver les syptomes de ma maladie. je crois que je préfère arrêter le deroxat..  je voudrais savoir si en 4 jouer mon corps s'est accoutumé à la molécule ? croyez vous que l'arret va être douloureux.. ?  j'espère que vous me répondrez rapidement .. merci"
6318,paracétamol et grossesse?
6319,aspirine comme antidépresseur ??
6320,biafine en allemagne?
6321,A partir de combien de temps on peut avoir un rapport sexuel après l'administration de Colpotrophine?
6322,qu'est-ce que nexplanon?
6323,"Il y a une ovulation malgré la prise de norlevo, est ce qu'il y a des risques?"
6324,puis je prendre du doliprane en étant pas encore enceinte mais en projet pour si ça n'empeche pas par rapport à la fertilité?
6325,Y a-t-il du nouveau en terme de remboursement pour le havrix 720 ou n’est il toujours remboursé qu' en cas de mucoviscidose et maladie hépatique?
6326,je voudrais savoir si l une d entre vous a rencontre des problemes avec le sterilet mirena ?
6327,générique luteran 10 ?
6328,pointe de côté gauche  sous cerazette et implanon??
6329,arnica contre la fatigue?
6330,"Une dame qui ressent des tremblements, picotements, petites contractions dans la jambe de temps en temps, vous lui conseillerez quoi?"
6331,prescription rivotril : quelles règles ?
6332,arnica contre la fatigue?
6333,Je prends Jasminelle et j'ai oublié un comprimé. Aurais-je mes règles même si je commence une nouvelle plaquette sans faire d'arrêt de 7 jours comme il était prévu normalement ?
6334,qui connait le guronsan?
6335,pilule leeloo arrête t'elle les règle dés la 1er prise ?
6336,Que donnez-vous à un bébé de moins de 30 mois pour des aphtes mis à part l'homéopathie ?
6337,"je prends du griffonia pour un etat depressif suite a des soucis de sante,et je voudrais savoir si je peux associer de la l thyrosine au griffonia?"
6338,deroxat +café = ?
6339,effets secondaires de l'harpagophytum?
6340,Que faire quand on tombe enceinte sous levothyrox ?
6341,"depuis juin que le dtpolio n'est plus produit, quelle solution de remplacement?"
6342,"Mon médecin m'as prescrit Normacol granulés enrobés en sachet pour traiter ma constipation mais les granulés ne se dissolvent pas dans un verre d'eau, comment doit-on faire ?"
6343,faudra t il faire un rappel de rotarix tous les ans ?
6344,surgestone : courbe d'absorption ?
6345,deroxat + alcool?
6346,saignements après norlevo : fréquent ?
6347,TICAGRELOR peut il provoquer un bronchospasme ?
6348,quels sont les différents tricycliques?
6349,cérazette à long terme ?
6350,Quelle huile essentielle pour un traitement contre les verrues ?
6351,provames et androcure entrainent-ils une photo sensibilisation?
6352,"le futur papa a bien du nolvadex, risques pour le bébé ?"
6353,que me conseillez-vous comme calmant homéopathique pour la spasmophilie ?
6354,seroxat augmentation des rique de suicide ?
6355,Je me demandais si le fait de prendre des gélules de fucus génait l'absorption des gélules de bardane que je prends pour soigner mon acné ?
6356,Comment gérez vous la facturation de Beclospin® (béclométasone) et Pulmicort® (budésonide) pour le traitement chez adulte?
6357,bonjour je desir avoir un reseignement.. j'ai eu une medicament  qui s'appelle lutenyl  et c'est sensai etreune pillule contracetive mais je ne vois pas ou s'est pressicé.. evite telle vraiment les grossesse.?? merci de vos reponse. message édité par audreymaz le 05/09/2007 à 22:32:05
6358,pilule jasminelle. Comment fonctionne t-il?
6359,Go-on Synsvic peut-il être remboursé si prescrit par un médecin généraliste ?
6360,lumalia efficace en combien de temps ?
6361,dafalgan codéïné en rupture de stock ?
6362,je prends microval pendant l'allaitement : est-ce ok ?
6363,question sur mucomyst
6364,comment fonctionne le tahor 10  ?
6365,l'un(e) de vous pourrait il m'en dire plus sur le médicament chondrosulf ?
6366,"Le mometasone, qui est inscrit officiellement au répertoire en générique du nasonex et qui a deux fournisseurs sandoz et teva,  pose un problème car le nasonex et le mometasone sont indiqués dès 3 ans dans l’amm de sandoz, alors qu’il n’est indiqué officiellement qu’à partir de 6 ans pour celui de teva Doit-on néanmoins substituer le nasonex par la teva?"
6367,Est-ce la méthadone traverse la barrière placentaire?
6368,risperdal = Tt psychose ??
6369,C'est depuis quand que le doliprane est vendu en pharmacie?
6370,connaissez vous une pillule moins forte que adepal qui me conviendrait?
6371,"ma mère ma passé une creme ""cetavlon"" où l'appliquer ?"
6372,Peut-on prendre amoxicilline avec un repas arrosé ?
6373,abilify dure t-il 24h ? (en une prise)
6374,Quel est le bilan à réaliser avant de débuter un traitement par Aubagio?
6375,pilule jasminelle peu dosée ??
6376,savez vous si j'ai besoin d'une ordo pour me procurer un vaccin ? notamment pour boostrix ?
6377,"le docteur vient de me réduire ma dose de deroxat à 5mg car je vais beaucoup mieux et que je souhaite un enfant, puis je commencer à prendre l'acide folique?"
6378,"bonjour, je prends la pilule trinordiol. or ma dernière prise de pilule date de mercredi 29 novembre. et, j'ai eu mes règles dimanche 3 décembre. depuis, je n'aie pas repris ma pilule. je voulais savoir si je la reprenais dès ce soir, si je serais protégée ou pas? merci de vos réponses"
6379,"Je dois aussi me faire vacciner contre la grippe , apparemment les vaccinations ne sont pas conseillées sous traitement solupred. pouvez-vous m'éclairer à ce sujet ?"
6380,est-ce que isotrétinoïne fait baisser le moral ou rend dépressif ?
6381,Quelle est l’indication de tamsulosine LP chez une femme ?
6382,rubéole: combien de temps après vaccin peut-on faire test sérologique?
6383,est ce qu'on peut utiliser egery pendant la grossesse?
6384,sterilet cuivre et regles tous les 15 jours ??
6385,Peut on substituer le plavix ?
6386,quid de cérazette ?
6387,Que conseiller en homéopathie  en traitement concomitant à du Revia ?
6388,"je suis à nouveau enceinte  et mon médecin m'a prescrit duphaston au 1er trimestre. or, j'ai lu plusieurs fois que duphaston n'avait aucune indication pendant la grossesse. y a-t-il un risque pour le bébé ?"
6389,"mon médecin traitant m'a prescrit l'antibiotique ""monuril"". seulement, +- 2h après la prise de cet antibiotique, j'ai eu une diahree assez sévère puis j'ai vomi quelques heures après.. est-ce que l'éfficacité de l'antibiotique va se voir diminuer ?"
6390,pourquoi se sent on mieux après avoir pris effexor ?
6391,Peut-on prescrire des corticoïdes à une femme enceinte ?
6392,Combien de pastilles dans un tube d'homéopathie boiron?
6393,"sous amoclane eg (875mg amoxilline et 125 mg acide clavunique) suite à une otite, mais j'ai une infection qui s'est développée au niveau des gencives et des sinus. que faire existe-t-il un autre antibiotique plus efficace ?"
6394,aujourd'hui j'ai fais une prise de sang sur le même bras que mon implant nexplanon. j'aurais aimer savoir si il y a un risque quelconque de diminution d'efficacité de l'implant étant donner que c'est du même côté ?
6395,surgeston et duphaston peut traiter un manque en progesterone?
6396,différence entre le xanax et le lexotanil?
6397,alprazolam diminue l'irritabilité ?
6398,Quelles sont les posologies moyennes de Mysoline chez l'enfant?
6399,je viens de finir ma 1ère plaquette de daily gé ms je suis tjs pas réglée! est-ce normal ou dois-je me faire du soucis?
6400,nuvaring mise en place ??
6401,Comment diluer le bleu de méthylène ?
6402,"je prends actuellement du ciflox, c'est un antibio, est il incompatible avec une prise d'alcool?"
6403,Quels effets néfaste suite à la prise d eméthotrexate ?
6404,"bonjour, mon médecin traitant m'a prescrit depuis hier du dogmatil 50 mg 2 à 3 fois par jour pour état d'angoisse constant, crise de panique, peur dans les magasins, peur de conduire.  pouvez vous témoigner des effets secondaires ressentis au début, ..du positif comme du négatif.    j'ai oublier aussi de préciser que je suis sous xanax retard 0.5 le soir et xanax simple 0.5 deux fois par jour.  pour le médecin je peux continuer les deux mais je vais pas être trop somnolente avec les deux?    merci."
6405,"j'en ai marre je vous jure.. j'avais arrêté de la prendre il y a plusieurs mois, mais vu que j'ai de l'acné, j'ai décidé de commencer la diane 35. mais alors les effets sont si horribles que je sais plus quoi faire.. pertes brunes continuelles, irritabilité, boulimie, nausées, dépression! et en plus je sais très bien qu'au bout de 3 mois ça sera toujours pareil, je l'ai déjà vécu. vous connaissez pas une autre méthode que la pilule qui n'a pas ces effets secondaires mais qui par contre, est bénéfique sur l'acné?"
6406,vaccin hépatite b pour un bébé?
6407,un stérilet mirena peut-il influencer sur le taux de sucre dans le sang?
6408,"Sous adepal depuis peu de temps, au bout de combien de temps suis-je protégée?"
6409,cymbalta & données officielles
6410,relaxis à 6 ans? est-ce recommandé
6411,"J'ai une énorme angine mais j’allaite, l’amoxiciline est contre-indiquée?"
6412,je suis sous minidril depuis mai. mes règles n'avaient pas trop changé puis ce mois-ci bcp moins que d'habitude. est-ce normal ?
6413,Comment perdre le poids pris avec duphaston ?
6414,Quel est le dosage maximum de tranxène en une prise ?
6415,acide folique - des effets secondaires?
6416,lutenyl et les nerfs?
6417,puis arreter rapidement le tramadol ?
6418,La noroxine est elle photosensibilisante ?
6419,je suis a la recherche de prepulsid
6420,je voulais savoir si l'efferalgan etait sans danger dans le cas où l'on est enceinte ?
6421,"je souffre d'algodistrophie au niveau de mon genou, est ce qu'il y a un traitemen homéophatique qui peut résoudre ça?"
6422,plus de 2 ans que j ai un stérilet cuivre et aucun soucis. et la j ai des saignements depuis 3 semaines hors règle.. à quoi cela peut-il être lié?
6423,protegé durant les 7 jour d'arret de la pillule??
6424,Quels sont les effets de mercilon?
6425,problème pilule cerazette ou grossesse nerveuse ?
6426,"J'ai pris du luthényl depuis 6 mois environ pour éviter des saignements trop importants. l'une d'entre vous aurait-elle trouvé une solution par un remplacement de ce médicament qui, cependant, arrêtait les saignements ?"
6427,combien de temps continue effet après l'arrêt de méliane ??
6428,Puis-je mettre un tampon avec un stérilet ?
6429,"bonsoir a tous, voila j étais depuis 1 an environ sous effexor 37.50  mg lp a raison de 3 gelules le matin, j'ai pris 10 kgs , donc voyant que je grossissais j'ai opté pour une medecine plus naturelle, l'acuponcture, j'ai fait environ 7 seances ce qui me permet de diminuer le traitement la j'en suis a 1 gelule le matin, toutefois je ne me sens pas au top, un peu de blues, douleur articulations etc, baisse  legere de moral, est ce du au sevrage?? que pensez vous de l'acuponcture pour la dépression ? quelqu'un a t'il testé?? en tout cas, merci par avance pour vos réponses qui j'espere seront nombreuses lyne"
6430,y-a-t-il a une contre-indication entre la Sarcoïdose et les pilules?
6431,le lithium agit il aussi sur les dépressions résistantes ?
6432,Peut-on prescrire un anti-inflammatoire chez un patient avec un lupus?
6433,t 3 tramadol par jour plus 6 dafalgan. est ce que je risque quelque chose ?
6434,"J'ai entamé ma 2ème plaquette de yasmine et d'habitude, je la prend à 21h00 mais ce matin à 7h30, j'ai remarqué que je l'avais oubliée hier soir. Et maintenant, je perds du sang. Est-ce normal et à quelle heure maintenant je dois la prendre à 21h00 ou 7h30?"
6435,Asthme peut on utiliser le xanax normalement ?
6436,"je commence le zoloft 150mg, c'est mieux de le prendre en 2 fois ou alors c'est pas grave si je prends d'un coup les 3 comprimés, ce que préfère ?"
6437,est ce que revaxis est bon pour faire un vaccin dtp à un bébé de 3 mois?
6438,Comment passer de subutex à Methadone ?
6439,duphaston: combien de comprimés par jour?
6440,comment utiliser la teinture-mère juglans regia ?
6441,est ce que je peut utiliser morphine à la place de skenan et actiskenan?
6442,noroxine 400 et soleil ?
6443,Je voudrais savoir si la prise de duphaston pendant plusieurs années peut avoir des influences sur la santé ?
6444,j'ai lu la notice de trinordyol et je ne sais pas pourquoi il y a 3couleurs différentes si quelqun peut m'éclairer
6445,leponex effet 2ndr?
6446,"on ma prescrit novamoxin 500mg, il y a de trace de tache blanche puis fievre, est ce normal?"
6447,viagra danger ou pas??
6448,Mon patient divise le comprimé de previscan en 6. que faire?
6449,la personne dit que ce vaccin n'est plus dispo.. peut on avoir une reponse claire svp ?
6450,luteny ? ansm
6451,"on m'a prescrit 1 témestat et demie 2,5mg / jour : vous connaissez ce médicament?"
6452,Quel est le délai d'action de deroxat ?
6453,seroplex et stresam??
6454,est-ce que le purinéthol provoque la chute des cheveux?
6455,quelq'un connait aconitum 7ch legelsium 9ch?
6456,j' ai un pb de globules rouges/ hemoglobine / hematocriste desormais : les gr : 5 180 00 /mm3 hemoglobine : 15.8 g/100 ml hematocrite :45.7 % ces 3 chiffres étaient tout a fait normal en avril.. a quoi cela est dû? est-ce à cause du traitement de timoferol que je suis depuis decembre ?
6457,norlevo et reprise de pilule?
6458,"Je prends du poids, le patch evra peut il en être la cause ?"
6459,Quelle pommade à appliquer sur la cicatrice des points de suture ?
6460,crestor :  quels pb?
6461,pas de règles sous la pillule cerazette?
6462,vous connaissez des medicaments homeopathique contre la diarhée.
6463,Quelles sont les règles de prescription de la Dépakine chez la femme en âge de procréer?
6464,je veux savoir si avec yasmine on prend du poids et quel sont les effets secondaire?
6465,Une femme enceinte devrait-elle se faire vacciner contre la grippe ?
6466,Peut-on prescrire la Berocca à la femme enceinte ?
6467,L'azilect est-il bien vendu par Teva Santé ?
6468,nootropyl est-il bien pour les enfants?
6469,"J'ai des démangeaisons avec questran, normal ?"
6470,j'ai pris ma pilule daily gé mercredi soir à 21h et j'ai eu une forte diarrhée à minuit. est-ce que ma pilule a eu le temps d'être assimilé ?
6471,dépression sévère et prozac?
6472,Je suis traité par spiramycine. Puis-je prendre un verre de vin en déjeunant ?
6473,mon docteur va me préscrire des vitamines + fer en cachets. est ce que cela pourrait me faire grossir ?
6474,est-ce qu'un vaccin existe uniquement les oreillons ?
6475,"cela fait 1semaine que je prend du deroxat , et cela n'agit toujours pas c'est normal?"
6476,pouvez vous m'éclairer sur l'endroit où je dois coller le patch emla anesthésiant au niveau de la cuisse de mon bébé avant sa vaccination ?
6477,"j'ai un implant et ca me gratte environ tout les 3 jours, les démangeaisons sont assez virulentes et me gratter ne me soulage pas., est-ce qu'il y a un souci ?"
6478,C'est quoi la spécialité du valproate de sodium?
6479,Qu'est ce que pergotime ?
6480,je dois prendre du pergotime et j'ai lu qu'il peut y avoir des troubles de la vision. Que dire à ce sujet ?
6481,"y'a t-il des effets en général qui suivent la prise de norlevo? et si elle provoque des vomissements ou saignements, que faire?.."
6482,quelqu'un peut il me dire si une personne sous traitement au sutent pour metastases cancer du rein peut utiliser du cialis sans dommages ?
6483,surdosage de doliprane?
6484,mon doc m'a donné du tercian à raison de 1/2 3 fois par jour. je prends 2 xanax au lever et le 1/4 2 heures après mais franchement c'est pas trop tout celà ??
6485,"jsuis enceinte de 9 sa et j'ai un début de rhino, le doc m'a prescrit du rhinofluimucil, mais je ne l'ai pas pris !! sinon je prends des efferalgan et suis sous antibio. connaissez vous les effets du rhinofluimucil ?"
6486,"pilule melodia, mal de tete et autre question.."
6487,combien de temps un traitement acidum phosphoricum combiné au kalium phosphoricum devrai durer ?
6488,bilan sanguin avant instauration du tysabri ?
6489,"j'ai tres mal aux dent, je suis enceinte, est ce que je peux prendre motifene?"
6490,"Floxyfral, matin ou soir ?"
6491,Deroxat a-t-il un effet anxiolytique ?
6492,"deroxat et avlocardyl, est ce possible ?"
6493,Le cannabis peut il interragir avec un vaccin ?
6494,"bonjour, je prends la pilule optilova. 11h après la prise habituelle de mes comprimés je me suis rendue compte que j'avais oublié le dernier. je l'ai immédiatement pris. néanmoins, ma contraception est-elle toujours assurée? (je vois mon copain ce week-end, je préfère être certaine) de plus, la présence des règles de privation empêche-t-elle la fécondation? merci :)"
6495,que conseillez-vous SVP en produit antitranspirant visage ?
6496,cela fait bientot 3 mois que je prend carlin 20 et je continu a avoir des douleurs sur le cote des seins...est ce que c est normal?
6497,trop de paracétamol sur une longue période .. danger ??
6498,j'ai oublié ma pillule je suis dans la derniere semaine de plaquette. j'e n'ai pas eu de rapport sexuel hier soir mais mardi soir que dois je faire? je prend jasmine. Est ce que j'ai des risques d'être enceinte
6499,Est ce qu'on peut prendre xanax pendant la grossesse?
6500,je prends du deroxat 20 mg (1 par jour) et 1 tranxene le soir (10mg) pour m endormir. je ne bois pas du tout d alcool la semaine mais le week end j'en bois. c est peut etre pas si grave ?
6501,"est ce que je risque davoir des probleme pour avoir des enfants plus tard avec luteran, peut il rendre sterile?"
6502,dans la notice (iomeron) il est marqué qu'il est déconseillé au personnes souffrant de maladie cardio-vasculaires ( donc hypertension et avc) de s'injecter ce produit car il y'a risque d'arret cardiaque mais le médecin a dit de ne pas croire à tout ce qui est marqué. a qui faire confiance ?
6503,"j'ai pris en tout 70 ixprim37,5mg et 20 ketoprofene biogaran 150mg.  qu'est-ce que je risque ?"
6504,"je prends désobel 30 depuis deux mois. ce mois ci au 13 ème cachet paf saignements, est ce du spotting?"
6505,"ça fait 3jours que je prend du seropram et je n'ai plus de libido, est-ce que cela va durer longtemps ?"
6506,codoliprane?
6507,Je fais de l'hypertension depuis ma 1ere grossesse. quels medicaments antihypertensuers puis-je prendre enceinte ?
6508,"ma fille a 10 mois et n'as jamais fait ses nuits, j'ai essayé stramonium 15ch et peut etre vais je rajouter arsenicum 15 ch mais je ne sais pas trop si c'est bien adapté a son age?"
6509,Des effets secondaires pour cymbalta ?
6510,L'héparine standard s'administre-t-elle par voie buccale ?
6511,stérilet cuivre à 19 ans ?
6512,Générique du doliprane ?
6513,La prise de poids est-elle un effet indésirable de Diane 35? Que faire ?
6514,Combien de temps dure l'effet antidouleur de l'ibuprofène?
6515,quelqu'un peut me dire si le xénical fait aller beaucoup au toilette?
6516,Quel est le meilleur moment dans la journée pour prendre de l'Allopurinol ?
6517,Qu’est ce qui est le plus efficace contre le mal de transport pour un enfant de trois ans ?
6518,"j'ai fait mon vaccin hier, le problème c'est le vaccin est resté au frigo environ un mois et demi ! après pas de problème de température, ni de date ( expire en 2010) le vaccin était-il valable ou je dois en refaire un autre?"
6519,"je decide de reprendre la pilule picroval, mais voilà il y a 2 -3 jours j'ai des pertes de sang + douleurs de reds ! est ce des saignement du à la reprise de microval ?"
6520,Qu'est-ce que l'imeth 10mg ?
6521,conseils à prescrire avec normacol
6522,Par quoi traiter la Rhinopharyngite chez la femme enceinte ?
6523,quel traitement homeo je pourrai prendre contre le rougissement?
6524,hier soir j'ai pris la pilule n°21 au lieu de la pilule n° 12. qu'est-ce que je dois faire?
6525,problème pilule cerazette ou grossesse nerveuse ?
6526,roaccutane interdit aux usa ?
6527,seropram avec un autre ad?
6528,"Est-ce que la gelée royale est contre-indiquée chez quelqu'un qui souffre d'hypertension et qui prend des suppléments d'ail? je prends du bisoprolol 10mg, olmetec 40mg et du glucosamine."
6529,princeps désogestrel ethinylestradiol ??
6530,"J'ai de gros problèmes de tremblement, l'équanil peut il être la solution ?"
6531,Peut-on acheter un neurosimulateur sans l’avoir loué au préalable ?
6532,allergie rhinureflex ??
6533,"bonjour tout le monde, je souhaite savoir si une anesthésie locale pour soins dentaires peu provoquer un retard de règles? je suis sous stérilet cuivre mona lisa depuis mars dernier, je suis bien réglé, j'ai un cycle de 30 jours, et là j'ai un retard de 4 jour, je suis inquiète,parce que d'habitude je n'ai jamais de retard, toujours bien régler. actuellement je suis en plein soins dentaire (pas de médicaments) seulement des anesthésie, j'ai subie à peu prés 4 piqures d’anesthésie locale pour traitement de caries. merci"
6534,"Je prends depuis pas mal de temps du propranolol pour traiter les migraines, mais l'inconvénient est que j'ai le coeur qui bat assez lentement. Pourriez vous me dire si un autre médicaments pourrait soulager les migraines à la place du propranolol ?"
6535,"j'ai diminué le seropram depuis 1 semaine aujourd'hui. aujourd'hui (6 jours + tard ) j'ai des nausées, des bouffées de chaleur, des écoeurements et une grosse fatigue. est ce dû au sevrage ?"
6536,"j'ai pris concerta et ça ma bcp aidé, mais j'ai dû l'arrêter à cause d'un probleme de coeur.  il y a t'il un medicament similaire qui permet d'avoir les mêmes effet sans poser de probleme sur le rythme cardiaque ?"
6537,lactulose fait grossir ?
6538,je suis sous jasmine depuis plus d'un an. ce mois j'ai eu des saignements avec mal au bas ventre. avez vous connu cela?
6539,le millepertuis est un imao?
6540,est-ce-que le prosac fait dormir ?
6541,je prendait esoprex 10 mg. mnt je suis stabilisé sur une pilule de 10 mg par jour et je compte arrêter le traitement est ce que je risque une rechute ou une dépendance ?
6542,"floxyfral, j'ai beaucoup d'angoisse est-ce normal ?"
6543,effets seconadire spironolactone aldactone??
6544,Nux vomica 15ch peut il être utilisé pour mes troubles digestifs ?
6545,Combien je peux délivrer de boîtes cetornan 2 par jour pour une  ordonnance de 6 mois départ à l’étranger? y a t-il une limite réglementaire?
6546,"bj, en fait jémeré savoir si je pe enchéné 2 plakete (ou seulmen prendre kelk pilul de lotre plakete)pour avoir mé regle plutar, car jémeré profité de ce weekend avec mon cheri étan doné kon se voi tré peu.. jpréféreré lé avoir en debu de seméne prochéne, pluto ke vendredi.. comen fer ? édé moi svp"
6547,chlormadione : temps d'élimination ?
6548,Pourquoi utiliser le médicament spéciafoldine ?
6549,est-ce que quelq’un a entendu parler de  ……mon pere a ete prescript betoptic.  je ne sait pas beaucoup sur ce medicament….est-ce-que quelqu’un peut me donner quelque information sur ce medicament?
6550,"il y a 2ans et demi, j'avais demande a mon medecin de me prescrire du logiflox. je ne l'ai pas utilise depuis. j'ai retrouve que sa duree de vie etait de 3ans. pensez-vous qu'il peut être dangereux que je le prenne quand même?"
6551,"je prends du laroxyl le soir au coucher,et je prennais en plus du xanax 0.25 mg 1 comprimé et demie 3 fois par jour mais mes angoisses etaient toujours presente!donc depuis une semaine je suis au xanax 0.50mg 1 comprimé 3fois par jour,le matin ca va, mais des que je prends celui du midi je me sens completement k.o,envie de dormir,voir meme kelke petit vertiges en fin de journée,et mes angoisses sont toujours presentes!est ce normal? est ce qu'il faut vraiment changé de traitement?"
6552,quest ce que la sandostatine?
6553,mon evra a décollé et j'en ai mis un autre. j'ai eu des relations non protégé. croyez-vous qu'il y a des gros risques pour tomber enceinte??
6554,le tolexine peut il augmente la bilirubine+taux de prothombine dans le sang?
6555,amiodarone et thyroide ?
6556,euphitose effet immédiat ?
6557,combient coute le vaccin ror en pharmacie?
6558,clarithromycine donne une mycose vaginale?
6559,La pilule est elle compatible avec norfloxacine ?
6560,rivotril et données ministère de la santé
6561,"Que faire vous en cas de prescription de seroplex + tercian et que le médecin maintient sa prescription, faut-il délivrer ?"
6562,Pendant la grossesse peut on Prescrire Econazole émulsion ?
6563,Comment prendre luthényl ?
6564,carence en calcium --> calcibronate??
6565,norlevo pillule du lendemain ?
6566,l'efferalgan vitamine c est-il mortel?
6567,"je suis sous mélodia (24 pilules oranges + 4 placebo blancs). j'ai enchaîné 3 plaquettes à la suite et  de la 3ème.  pour une histoire un peu compliquée de week end en amoureux, il faudrait que j'enchaîne avec une 4eme plaquette pour ne pas avoir mes règles le week end en question (en avril). or 4 plaquettes d'affilée, ça m'embête un peu.. est-ce que je peux  (ce qui correspond à la pause ""placebo"" normale) afin d'  ? et bien sûr recommencer une plaquette le 5eme jour ? l'avez vous déjà fait avec mélodia ?"
6568,quelqu'un sait il si la prise de beta bloquant (propranolol 80 une fois par jour) est contre indiquee lors d'une grossesse?
6569,infanrixtetra c'est pour un bébé ou pas ?
6570,Quel est le nom de molécule du lysanxia ?
6571,dafalgan coediné et ibuprofene ?
6572,Quels sont les effets secondaires de Strattera ?
6573,en attente de immucyst 81mg ?
6574,"je suis sous effexor et j'ai des plaque et rouge avec des boutons qui me demange enormement , malgres plusieurs traitement pour l'allergie ça continue que faire ?"
6575,"J'avais une mycose causée par la prise d'antibiotique, et mon gygy m'a prescrit monazol ovule et crème. mon chéri n'a pas de symptômes de mycose. est-ce qu'il peut utiliser la crème, ou ça ne sert a rien de le traiter si pas de symptômes?"
6576,vaccin contre l'hépatite b.. question..
6577,est ce que pyostacine a des effets secondaires ?
6578,"est ce normal que suite au vacin anti grippal d'hier,j'ai aujourd'hui une grippe intestinale ? (diarrhés,douleurs abdominales,fatigue extreme et courbatures)"
6579,pourquoi suis je aussi fatigué avec deroxat ?
6580,Quels indications pour une cure de magnesium ?
6581,Le pantoprazol 40mg est il sécable ?
6582,microval : prix en pharmacie?
6583,varnoline continue -> prise de poids ?
6584,Quels sont les désagréements du stilnox ?
6585,Quels sont les effets indésirables de leponex ?
6586,je suis enceinte et ma dent de sagesse me fais souffrir horriblement. je vu que je pouvais faire un bain de bouche avec eludril mais voila celui que j ai n a jamais ete ouvert mais sa date expirait en 2010. est ce dangereux si je l utilise malgre cette date?
6587,"La sertaline 100 me provoque des gaz, y a-t-il une solution ?"
6588,trinordiol = saignements.. ??
6589,dci du dafalgan?
6590,Est ce qu'il est possible de préparer et délivrer une pommade saint louis sans ordonnance?
6591,je vais bientot acheter millepertuis et je voudrais savoir si pour les ejaculation précoce cette antidépresseur marche?
6592,Comment mettre une éponge pharmatex ?
6593,atarax ! quels effets indésirables ?
6594,Pour réaliser un mélange d'huile essentielles : doit-on avoir une prescription du médecin?
6595,Puis-he prendre staphylococcinum et curacnée en même temps ?
6596,trinordiol sans ordonnance?
6597,"Seropram contre la fatigue, dois-je le prendre le matin ou le soir ?"
6598,le paracétamol peut-il donner des douleurs gastriques ?
6599,deroxat et librax?
6600,Peut on prescrire Debridat à un nourrisson de 18 mois ?
6601,avez vous deja experimenté des baisses de libido avec la pilule minidril ?
6602,stérilet e cuivre et allergie :??:
6603,"mon ami a de grosse douleur dans le genoux, connaissez-vous des anti-inflamatoire, ke jpeux me procurer en pharmacie sans ordonnance?"
6604,qui s'y connais sur la pilule holgyeme ?
6605,"suite à un mal de tête, je prend aspegic, mais depuis j'ai hyper mal au ventre ca me fait comme des brulures d estomac? comment ca se fait?"
6606,Quels sont les risques du xanax ?
6607,g avaler 14 zaldiar aujourdhui qu est ce que je risque ?
6608,Est ce qu'il est possible de tomber enceinte sous miréna?
6609,A quel moment faut il prendre cacit vitamine D
6610,"48h après mon 2nd rappel du vaccin revaxis, j'ai eu de la fièvre accompagnée d'un rhume et de la toux. combien de temps cela  peut durer ?"
6611,Quelle dose de concerta peut-on délivrer au patient s’il ne se présente pas le jour de la prescription?
6612,Quels problèmes avec xeroquel ?
6613,havlane et quels en ont été les effets secondaires?
6614,"je ne dois pas etre faite comme tout le monde car le jour où je reprend ma pillule j'ai toujours mes regles pendant environ 2jours, normal?"
